	rt (min)		(+)	(-)	neutral mass	formula	name		area	polarity	group	group
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	YE_C_3	718228	both	YE_C	YE_Ctr
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	YE_C_4	276073	both	YE_C	YE_Ctr
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	YE_S_1	1931832	both	YE_S	YE_Syn
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	YE_S_2	887388	both	YE_S	YE_Syn
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	YE_S_3	914101	both	YE_S	YE_Syn
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	YE_S_4	2803232	both	YE_S	YE_Syn
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	SE_C_1		both	SE_C	SE_Ctr
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	SE_C_2		both	SE_C	SE_Ctr
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	SE_C_3		both	SE_C	SE_Ctr
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	SE_C_4		both	SE_C	SE_Ctr
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	SE_S_1		both	SE_S	SE_Syn
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	SE_S_2		both	SE_S	SE_Syn
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	SE_S_3		both	SE_S	SE_Syn
178	21.38	0.04	258.1113	316.1162	257.104	C8H20NO6P	Glycerophosphocholine	SE_S_4		both	SE_S	SE_Syn
179	21.65	0.11	272.0618	270.0465				Min_C_1		both	Min_C	Min_Ctr
179	21.65	0.11	272.0618	270.0465				Min_C_2		both	Min_C	Min_Ctr
179	21.65	0.11	272.0618	270.0465				Min_C_3		both	Min_C	Min_Ctr
179	21.65	0.11	272.0618	270.0465				Min_C_4		both	Min_C	Min_Ctr
179	21.65	0.11	272.0618	270.0465				Min_S_1		both	Min_S	Min_Syn
179	21.65	0.11	272.0618	270.0465				Min_S_2		both	Min_S	Min_Syn
179	21.65	0.11	272.0618	270.0465				Min_S_3		both	Min_S	Min_Syn
179	21.65	0.11	272.0618	270.0465				Min_S_4		both	Min_S	Min_Syn
179	21.65	0.11	272.0618	270.0465				MEBM_C_1	316156	both	MEBM_C	MEBM_Ctr
179	21.65	0.11	272.0618	270.0465				MEBM_C_2	209986	both	MEBM_C	MEBM_Ctr
179	21.65	0.11	272.0618	270.0465				MEBM_C_3	136023	both	MEBM_C	MEBM_Ctr
179	21.65	0.11	272.0618	270.0465				MEBM_C_4	165327	both	MEBM_C	MEBM_Ctr
179	21.65	0.11	272.0618	270.0465				MEBM_S_1	275912	both	MEBM_S	MEBM_Syn
179	21.65	0.11	272.0618	270.0465				MEBM_S_2	158397	both	MEBM_S	MEBM_Syn
179	21.65	0.11	272.0618	270.0465				MEBM_S_3	304283	both	MEBM_S	MEBM_Syn
179	21.65	0.11	272.0618	270.0465				MEBM_S_4	178674	both	MEBM_S	MEBM_Syn
179	21.65	0.11	272.0618	270.0465				YE_C_1	11554	both	YE_C	YE_Ctr
179	21.65	0.11	272.0618	270.0465				YE_C_2	19238	both	YE_C	YE_Ctr
179	21.65	0.11	272.0618	270.0465				YE_C_3	6239	both	YE_C	YE_Ctr
179	21.65	0.11	272.0618	270.0465				YE_C_4	19930	both	YE_C	YE_Ctr
179	21.65	0.11	272.0618	270.0465				YE_S_1	42928	both	YE_S	YE_Syn
179	21.65	0.11	272.0618	270.0465				YE_S_2	26011	both	YE_S	YE_Syn
179	21.65	0.11	272.0618	270.0465				YE_S_3	43621	both	YE_S	YE_Syn
179	21.65	0.11	272.0618	270.0465				YE_S_4	122392	both	YE_S	YE_Syn
179	21.65	0.11	272.0618	270.0465				SE_C_1		both	SE_C	SE_Ctr
179	21.65	0.11	272.0618	270.0465				SE_C_2		both	SE_C	SE_Ctr
179	21.65	0.11	272.0618	270.0465				SE_C_3		both	SE_C	SE_Ctr
179	21.65	0.11	272.0618	270.0465				SE_C_4		both	SE_C	SE_Ctr
179	21.65	0.11	272.0618	270.0465				SE_S_1		both	SE_S	SE_Syn
179	21.65	0.11	272.0618	270.0465				SE_S_2		both	SE_S	SE_Syn
179	21.65	0.11	272.0618	270.0465				SE_S_3		both	SE_S	SE_Syn
179	21.65	0.11	272.0618	270.0465				SE_S_4		both	SE_S	SE_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		Min_C_1		both	Min_C	Min_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		Min_C_2		both	Min_C	Min_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		Min_C_3		both	Min_C	Min_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		Min_C_4		both	Min_C	Min_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		Min_S_1		both	Min_S	Min_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		Min_S_2		both	Min_S	Min_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		Min_S_3		both	Min_S	Min_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		Min_S_4		both	Min_S	Min_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		MEBM_C_1	159735	both	MEBM_C	MEBM_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		MEBM_C_2	261658	both	MEBM_C	MEBM_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		MEBM_C_3	123348	both	MEBM_C	MEBM_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		MEBM_C_4	146509	both	MEBM_C	MEBM_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		MEBM_S_1	234477	both	MEBM_S	MEBM_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		MEBM_S_2	121629	both	MEBM_S	MEBM_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		MEBM_S_3	133624	both	MEBM_S	MEBM_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		MEBM_S_4	128958	both	MEBM_S	MEBM_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		YE_C_1		both	YE_C	YE_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		YE_C_2		both	YE_C	YE_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		YE_C_3		both	YE_C	YE_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		YE_C_4		both	YE_C	YE_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		YE_S_1		both	YE_S	YE_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		YE_S_2		both	YE_S	YE_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		YE_S_3		both	YE_S	YE_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		YE_S_4		both	YE_S	YE_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		SE_C_1		both	SE_C	SE_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		SE_C_2		both	SE_C	SE_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		SE_C_3		both	SE_C	SE_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		SE_C_4		both	SE_C	SE_Ctr
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		SE_S_1		both	SE_S	SE_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		SE_S_2		both	SE_S	SE_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		SE_S_3		both	SE_S	SE_Syn
180	21.64	0.04	195.0799	193.0654	194.0727	(C6H14N2O3S)		SE_S_4		both	SE_S	SE_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	Min_C_1		both	Min_C	Min_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	Min_C_2		both	Min_C	Min_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	Min_C_3		both	Min_C	Min_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	Min_C_4		both	Min_C	Min_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	Min_S_1		both	Min_S	Min_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	Min_S_2		both	Min_S	Min_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	Min_S_3		both	Min_S	Min_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	Min_S_4		both	Min_S	Min_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	MEBM_C_1		both	MEBM_C	MEBM_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	MEBM_C_2		both	MEBM_C	MEBM_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	MEBM_C_3		both	MEBM_C	MEBM_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	MEBM_C_4		both	MEBM_C	MEBM_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	MEBM_S_1		both	MEBM_S	MEBM_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	MEBM_S_2		both	MEBM_S	MEBM_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	MEBM_S_3		both	MEBM_S	MEBM_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	MEBM_S_4		both	MEBM_S	MEBM_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	YE_C_1	537064	both	YE_C	YE_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	YE_C_2	591170	both	YE_C	YE_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	YE_C_3	556098	both	YE_C	YE_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	YE_C_4	634231	both	YE_C	YE_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	YE_S_1	403466	both	YE_S	YE_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	YE_S_2	429239	both	YE_S	YE_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	YE_S_3	1035459	both	YE_S	YE_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	YE_S_4	2067742	both	YE_S	YE_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	SE_C_1		both	SE_C	SE_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	SE_C_2		both	SE_C	SE_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	SE_C_3		both	SE_C	SE_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	SE_C_4		both	SE_C	SE_Ctr
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	SE_S_1		both	SE_S	SE_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	SE_S_2		both	SE_S	SE_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	SE_S_3		both	SE_S	SE_Syn
181	21.88	0.17	260.1974	258.1813	259.1894	C12H25N3O3	((Leu or Ile)-Lys)	SE_S_4		both	SE_S	SE_Syn
182	22.52	0.16	299.0446					Min_C_1		pos	Min_C	Min_Ctr
182	22.52	0.16	299.0446					Min_C_2		pos	Min_C	Min_Ctr
182	22.52	0.16	299.0446					Min_C_3		pos	Min_C	Min_Ctr
182	22.52	0.16	299.0446					Min_C_4		pos	Min_C	Min_Ctr
182	22.52	0.16	299.0446					Min_S_1		pos	Min_S	Min_Syn
182	22.52	0.16	299.0446					Min_S_2		pos	Min_S	Min_Syn
182	22.52	0.16	299.0446					Min_S_3		pos	Min_S	Min_Syn
182	22.52	0.16	299.0446					Min_S_4		pos	Min_S	Min_Syn
182	22.52	0.16	299.0446					MEBM_C_1	225093	pos	MEBM_C	MEBM_Ctr
182	22.52	0.16	299.0446					MEBM_C_2	230813	pos	MEBM_C	MEBM_Ctr
182	22.52	0.16	299.0446					MEBM_C_3	165834	pos	MEBM_C	MEBM_Ctr
182	22.52	0.16	299.0446					MEBM_C_4	267131	pos	MEBM_C	MEBM_Ctr
182	22.52	0.16	299.0446					MEBM_S_1	217139	pos	MEBM_S	MEBM_Syn
182	22.52	0.16	299.0446					MEBM_S_2	201543	pos	MEBM_S	MEBM_Syn
182	22.52	0.16	299.0446					MEBM_S_3	87440	pos	MEBM_S	MEBM_Syn
182	22.52	0.16	299.0446					MEBM_S_4	174118	pos	MEBM_S	MEBM_Syn
182	22.52	0.16	299.0446					YE_C_1		pos	YE_C	YE_Ctr
182	22.52	0.16	299.0446					YE_C_2		pos	YE_C	YE_Ctr
182	22.52	0.16	299.0446					YE_C_3		pos	YE_C	YE_Ctr
182	22.52	0.16	299.0446					YE_C_4		pos	YE_C	YE_Ctr
182	22.52	0.16	299.0446					YE_S_1		pos	YE_S	YE_Syn
182	22.52	0.16	299.0446					YE_S_2		pos	YE_S	YE_Syn
182	22.52	0.16	299.0446					YE_S_3		pos	YE_S	YE_Syn
182	22.52	0.16	299.0446					YE_S_4		pos	YE_S	YE_Syn
182	22.52	0.16	299.0446					SE_C_1		pos	SE_C	SE_Ctr
182	22.52	0.16	299.0446					SE_C_2		pos	SE_C	SE_Ctr
182	22.52	0.16	299.0446					SE_C_3		pos	SE_C	SE_Ctr
182	22.52	0.16	299.0446					SE_C_4		pos	SE_C	SE_Ctr
182	22.52	0.16	299.0446					SE_S_1		pos	SE_S	SE_Syn
182	22.52	0.16	299.0446					SE_S_2		pos	SE_S	SE_Syn
182	22.52	0.16	299.0446					SE_S_3		pos	SE_S	SE_Syn
182	22.52	0.16	299.0446					SE_S_4		pos	SE_S	SE_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	Min_C_1		both	Min_C	Min_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	Min_C_2		both	Min_C	Min_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	Min_C_3		both	Min_C	Min_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	Min_C_4		both	Min_C	Min_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	Min_S_1		both	Min_S	Min_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	Min_S_2		both	Min_S	Min_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	Min_S_3		both	Min_S	Min_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	Min_S_4		both	Min_S	Min_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	MEBM_C_1		both	MEBM_C	MEBM_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	MEBM_C_2		both	MEBM_C	MEBM_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	MEBM_C_3		both	MEBM_C	MEBM_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	MEBM_C_4		both	MEBM_C	MEBM_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	MEBM_S_1		both	MEBM_S	MEBM_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	MEBM_S_2		both	MEBM_S	MEBM_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	MEBM_S_3		both	MEBM_S	MEBM_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	MEBM_S_4		both	MEBM_S	MEBM_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	YE_C_1	25897	both	YE_C	YE_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	YE_C_2	20759	both	YE_C	YE_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	YE_C_3	24500	both	YE_C	YE_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	YE_C_4	19529	both	YE_C	YE_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	YE_S_1	21384	both	YE_S	YE_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	YE_S_2	16911	both	YE_S	YE_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	YE_S_3	51512	both	YE_S	YE_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	YE_S_4	34667	both	YE_S	YE_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	SE_C_1		both	SE_C	SE_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	SE_C_2		both	SE_C	SE_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	SE_C_3		both	SE_C	SE_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	SE_C_4		both	SE_C	SE_Ctr
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	SE_S_1		both	SE_S	SE_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	SE_S_2		both	SE_S	SE_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	SE_S_3		both	SE_S	SE_Syn
183	22.41	0.08	276.1671	274.1518	275.1595	C10H21N5O4	(C4H9NO3+Arg-H2O)	SE_S_4		both	SE_S	SE_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	Min_C_1		both	Min_C	Min_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	Min_C_2		both	Min_C	Min_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	Min_C_3		both	Min_C	Min_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	Min_C_4		both	Min_C	Min_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	Min_S_1		both	Min_S	Min_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	Min_S_2		both	Min_S	Min_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	Min_S_3		both	Min_S	Min_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	Min_S_4		both	Min_S	Min_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	MEBM_C_1		both	MEBM_C	MEBM_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	MEBM_C_2		both	MEBM_C	MEBM_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	MEBM_C_3		both	MEBM_C	MEBM_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	MEBM_C_4		both	MEBM_C	MEBM_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	MEBM_S_1		both	MEBM_S	MEBM_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	MEBM_S_2		both	MEBM_S	MEBM_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	MEBM_S_3		both	MEBM_S	MEBM_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	MEBM_S_4		both	MEBM_S	MEBM_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	YE_C_1	139080	both	YE_C	YE_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	YE_C_2	133903	both	YE_C	YE_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	YE_C_3	138192	both	YE_C	YE_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	YE_C_4	133996	both	YE_C	YE_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	YE_S_1	112871	both	YE_S	YE_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	YE_S_2	99373	both	YE_S	YE_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	YE_S_3	261235	both	YE_S	YE_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	YE_S_4	111210	both	YE_S	YE_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	SE_C_1		both	SE_C	SE_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	SE_C_2		both	SE_C	SE_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	SE_C_3		both	SE_C	SE_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	SE_C_4		both	SE_C	SE_Ctr
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	SE_S_1		both	SE_S	SE_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	SE_S_2		both	SE_S	SE_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	SE_S_3		both	SE_S	SE_Syn
184	22.77	0.17	246.1818	244.1658	245.1738	C11H23N3O3	(Val-Lys)	SE_S_4		both	SE_S	SE_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	Min_C_1		neg	Min_C	Min_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	Min_C_2		neg	Min_C	Min_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	Min_C_3		neg	Min_C	Min_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	Min_C_4		neg	Min_C	Min_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	Min_S_1		neg	Min_S	Min_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	Min_S_2		neg	Min_S	Min_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	Min_S_3		neg	Min_S	Min_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	Min_S_4		neg	Min_S	Min_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	MEBM_C_1		neg	MEBM_C	MEBM_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	MEBM_C_2		neg	MEBM_C	MEBM_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	MEBM_C_3		neg	MEBM_C	MEBM_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	MEBM_C_4		neg	MEBM_C	MEBM_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	MEBM_S_1		neg	MEBM_S	MEBM_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	MEBM_S_2		neg	MEBM_S	MEBM_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	MEBM_S_3		neg	MEBM_S	MEBM_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	MEBM_S_4		neg	MEBM_S	MEBM_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	YE_C_1	78813	neg	YE_C	YE_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	YE_C_2	58287	neg	YE_C	YE_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	YE_C_3	68565	neg	YE_C	YE_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	YE_C_4	61194	neg	YE_C	YE_Ctr
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	YE_S_1	49281	neg	YE_S	YE_Syn
185	23.16	0.14		308.1607	309.168	(C15H23N3O4)	(Tyr-Lys)	YE_S_2	45397	neg	YE_S	YE_Syn
